date,open,close,high,low,volume,gdp_growth_pct,inflation_rate_pct,unemployment_rate_pct,interest_rate_pct,consumer_confidence,govt_debt_bln,corp_profits_bln,forex_usd_eur,forex_usd_jpy,crude_oil_price,gold_price,real_estate_index,retail_sales_bln,bankruptcy_rate_pct,ma_deals,vc_funding_bln,consumer_spending_bln,daily_volatility_pct
2004-04-20,2255.5,2261.71,2281.82,2207.13,633736623,1.14,1.94,13.03,5.93,102,15337,383,0.8,97.95,101.38,1870.35,462.65,1734,5.6,45,16.68,14504,3.31146087342053
2004-04-21,3152.09,3102.6800000000003,3157.21,3062.11,990452339,9.88,2.23,2.27,2.8,65,5803,906,1.17,95.55,93.18,1965.27,293.3,8008,6.02,26,75.11,1641,3.0170458330821743
2004-04-23,4957.8,4995.93,4998.5,4951.71,623155908,-2.04,0.4,7.95,5.07,61,20046,2776,1.1,100.12,112.75,2198.86,435.45,9930,6.71,34,77.48,5747,0.9437653798055581
2004-04-24,4558.08,4515.87,4577.09,4486.15,207892001,-2.17,0.51,11.59,6.61,80,14247,3671,1.1,80.92,114.74,1772.59,359.54,4819,7.91,11,55.81,7839,1.995138303847245
2004-04-26,1780.67,1822.67,1858.57,1778.92,158251893,0.29,6.42,5.53,9.01,85,17786,3859,0.82,101.95,148.92,2246.17,416.46,1107,0.15,5,24.95,13188,4.473035430484024
2004-04-27,2957.57,2934.6400000000003,2994.71,2907.5600000000004,609990780,1.86,6.65,5.02,7.45,108,20951,4169,1.28,133.51,66.36,1862.64,293.21,1110,3.49,36,72.05,10843,2.9466758183238144
2004-05-08,1504.01,1473.12,1521.79,1425.7199999999998,873473407,-3.53,8.68,11.44,6.52,118,8351,4838,0.9,144.67,23.21,853.58,343.54,7907,3.9,25,43.11,3620,6.387590508041846
2004-05-09,1785.68,1814.73,1854.28,1749.84,451825684,2.86,2.84,11.5,4.8,93,25501,494,1.38,85.8,37.76,1618.53,498.65,7938,0.45,2,10.12,10849,5.848752296044086
2004-05-15,3578.98,3556.21,3597.75,3554.64,627055684,-2.84,0.47,5.35,4.75,92,6095,293,0.98,107.15,129.89,2455.23,381.01,3480,7.21,13,84.28,12137,1.2045331351390656
2004-05-17,3210.65,3185.85,3227.81,3163.93,901132708,-3.8,3.45,6.15,0.63,90,16297,3997,0.92,100.2,144.35,1905.23,239.3,9437,0.64,38,31.93,2181,1.9896282684191708
2004-05-18,2488.69,2530.77,2542.87,2461.08,788923533,5.42,8.33,8.5,8.07,119,11423,317,0.88,96.96,35.64,1138.79,107.77,6876,8.66,36,59.32,587,3.286467981146706
2004-05-20,1564.89,1568.24,1569.2,1551.0200000000002,378672488,-3.01,7.55,10.33,3.89,66,10099,4752,1.15,89.34,46.05,1623.28,398.8,824,8.78,47,56.87,3520,1.1617429979103857
2004-05-21,3283.51,3293.15,3331.77,3259.7200000000003,483829659,7.93,4.39,8.33,3.69,58,6962,3590,1.34,91.43,147.65,2255.52,274.34,9768,3.08,27,26.53,14246,2.1942981748190116
2004-05-23,2114.57,2145.28,2147.48,2095.15,915568400,0.32,9.76,10.45,7.17,55,6868,4003,0.99,100.45,140.13,2126.58,473.37,3397,6.47,21,44.89,6713,2.4747348160618907
2004-05-26,4302.84,4265.75,4343.53,4235.57,325163861,8.85,6.22,3.22,6.8,53,9906,4272,0.84,87.68,60.3,2290.2,293.06,8019,4.37,31,51.19,11498,2.5090405406661653
2004-05-29,4879.71,4860.55,4916.57,4816.03,650013300,-2.95,4.24,14.16,1.42,67,14914,1282,0.92,98.45,141.29,2252.88,165.17,7671,3.31,1,55.71,5083,2.0603683415612806
2004-05-30,3285.04,3321.99,3356.98,3271.54,817949084,3.52,2.28,7.62,9.0,81,29536,623,1.24,100.61,128.07,1353.75,236.85,2760,6.17,16,92.62,12766,2.6008815722183005
2004-06-01,2498.19,2472.9700000000003,2543.36,2459.92,997294289,2.88,5.36,3.8,6.66,78,29719,4579,1.4,85.64,99.01,842.51,390.33,3849,5.0,2,34.65,10672,3.3400181731573677
2004-06-03,2469.56,2429.74,2518.69,2384.27,746578959,3.74,7.38,9.66,8.27,74,7823,4483,1.1,88.44,71.91,1731.12,173.52,8809,7.94,22,38.39,376,5.443074879735665
2004-06-09,3691.06,3652.38,3713.17,3615.61,730747387,-1.76,1.18,7.96,0.6,60,28919,3243,0.87,135.65,48.37,1065.5,276.46,4803,0.83,7,94.86,11028,2.6431431621268673
2004-06-10,1882.02,1872.66,1885.6,1829.68,96090390,1.06,8.77,11.38,8.91,88,934,1870,1.47,146.52,56.77,1092.09,150.72,8453,1.55,32,24.03,12996,2.9712755443619008
2004-06-11,1872.83,1871.34,1892.31,1824.31,835224071,6.64,8.37,7.63,1.21,68,20482,4153,1.4,103.21,100.46,1035.18,373.45,700,6.24,3,56.29,11740,3.6308687921487803
2004-06-12,4496.29,4500.37,4537.45,4486.2,114922768,9.3,2.95,12.31,8.59,68,28625,346,1.39,123.48,114.3,1170.14,260.55,9851,4.38,6,6.16,11502,1.1398286142575325
2004-06-15,1002.61,1033.39,1063.16,984.67,577981752,-0.31,9.38,8.55,0.86,119,9226,2157,0.88,91.41,21.06,903.57,377.59,6273,6.32,7,36.52,4028,7.828567438984263
2004-06-17,4170.38,4175.97,4178.35,4141.62,575488486,2.59,6.06,10.6,1.56,72,19034,3697,1.46,139.44,57.83,1246.19,211.9,4416,3.8,42,77.02,4554,0.8807350888887936
2004-06-18,3509.32,3529.27,3548.54,3472.4100000000003,105005024,4.09,2.43,13.76,4.4,109,4624,439,0.98,140.46,82.21,1842.82,338.07,7833,6.31,38,26.3,12638,2.16936614500814
2004-06-21,2833.29,2849.87,2855.16,2830.08,311917404,7.3,8.08,13.81,0.56,51,28204,3261,1.08,138.57,120.92,1288.41,299.83,8040,0.69,49,59.06,4366,0.8851900087883672
2004-06-22,2404.88,2407.35,2440.59,2377.98,98439251,9.48,3.87,6.19,4.33,85,15921,1408,1.01,149.96,127.1,1303.07,116.18,6757,2.2,21,86.14,13590,2.6034563055121303
2004-06-23,1375.11,1389.05,1403.36,1339.1699999999998,702036051,-2.29,8.34,14.58,0.9,106,5667,4729,1.07,106.4,29.54,1860.51,270.77,1490,5.63,35,22.54,1619,4.667990197147868
2004-07-01,2872.28,2871.74,2888.36,2833.5400000000004,405465176,7.15,5.74,3.77,5.83,73,3615,112,1.44,105.67,30.8,1155.37,438.73,1927,0.14,48,64.73,6543,1.9085882991908765
2004-07-03,4042.3,4019.07,4061.12,4001.8,136488756,6.41,8.39,14.71,7.8,51,625,1680,1.04,122.93,101.36,2408.23,394.24,2105,5.2,45,69.24,9347,1.4674813843603816
2004-07-06,2719.94,2759.57,2786.11,2709.74,931437512,0.8,9.27,4.35,6.77,111,14190,2151,0.97,84.92,26.47,1146.54,395.03,267,9.25,21,64.33,10055,2.807782524614526
2004-07-09,4077.8,4036.68,4092.17,4016.95,601065870,-0.61,5.97,5.12,3.08,104,9915,1923,1.14,141.81,142.33,1245.34,329.66,6298,5.8,48,33.31,6735,1.844622100152049
2004-07-11,4310.21,4292.27,4322.67,4278.02,805710619,-0.21,4.64,9.18,1.96,87,5660,2840,0.91,124.55,24.45,2346.65,168.6,7628,1.47,48,96.66,9180,1.035912403339968
2004-07-16,3042.32,3024.38,3052.1000000000004,3023.99,875466995,0.44,9.97,12.37,1.62,73,21341,4823,1.22,120.02,97.23,2116.02,338.16,8626,0.01,12,5.33,1096,0.9239659207447138
2004-07-18,4642.42,4622.04,4683.28,4582.35,133875295,1.13,2.74,2.95,4.3,69,1754,3127,0.83,127.58,144.01,1397.15,159.24,278,0.26,21,73.26,12266,2.1740816212234004
2004-07-19,3039.42,3046.65,3074.6600000000003,3026.11,793132360,2.74,2.64,4.44,7.36,84,1487,3201,1.09,148.77,130.58,913.16,433.85,8741,1.52,25,53.09,10201,1.5973442301491791
2004-07-23,3204.64,3243.99,3259.26,3182.35,399828411,0.69,2.3,5.24,9.39,90,8611,1247,1.34,86.5,118.36,1217.92,141.74,967,4.48,18,47.07,10530,2.399957561535783
2004-07-24,2752.71,2778.39,2815.62,2735.38,996388331,0.41,9.05,6.32,4.23,103,24839,3617,0.98,136.02,125.14,2205.96,227.8,1077,5.47,13,93.0,4176,2.914945635392024
2004-07-28,2796.16,2759.19,2835.29,2754.04,809190877,2.53,8.63,9.55,9.0,91,14240,4845,0.95,148.88,107.84,1995.54,339.87,4397,0.99,38,29.48,8056,2.905770771343557
2004-07-29,1949.91,1934.47,1972.68,1930.88,295638991,4.36,8.94,3.6,3.66,61,13618,3789,0.89,102.11,96.9,1698.54,201.25,8138,9.46,47,76.55,4322,2.1436886830674213
2004-08-01,1446.37,1402.6999999999998,1454.37,1400.12,628589057,3.21,8.35,7.44,8.08,75,10009,2269,1.25,142.55,99.58,1747.16,171.46,3650,9.08,4,55.2,11137,3.7507691669489827
2004-08-02,3433.28,3396.4500000000003,3453.19,3379.6000000000004,688745553,1.7,7.71,13.22,7.85,96,1871,2349,1.04,123.12,76.22,1121.56,482.01,8100,1.79,48,8.34,12962,2.143431354273455
2004-08-09,1501.95,1475.27,1503.15,1437.88,298009211,7.26,5.39,2.04,1.28,112,24668,1236,0.91,99.68,60.08,1947.21,429.6,6410,8.59,49,69.21,6813,4.345683944205865
2004-08-13,3263.13,3214.74,3285.6600000000003,3168.67,817410624,3.21,2.93,5.64,8.67,59,3283,2321,0.87,139.3,38.3,2382.34,410.73,9698,1.69,1,77.39,4369,3.585208067101226
2004-08-14,4716.58,4703.85,4730.86,4671.870000000001,881870954,-4.07,6.55,6.17,0.72,99,563,1257,0.84,129.91,107.12,1261.16,164.92,4704,6.72,7,53.46,5050,1.2506943590482695
2004-08-16,1264.66,1269.01,1288.17,1230.52,926497511,7.44,6.1,10.69,1.65,50,27710,1749,1.23,122.48,124.79,2122.87,271.14,824,8.06,37,89.67,2404,4.558537472522266
2004-08-17,1076.62,1033.89,1118.4,1012.53,126679807,-4.1,7.17,7.54,0.84,103,4349,4764,1.01,122.88,104.29,1745.08,367.46,7321,5.47,18,49.79,2247,9.833553157102797
2004-08-19,3098.94,3070.7200000000003,3120.87,3034.0200000000004,181087841,6.94,2.15,3.99,9.89,56,4438,1686,0.96,102.59,66.8,1277.18,212.95,2728,5.37,30,98.58,9663,2.8025712017657476
2004-08-22,2380.33,2386.52,2407.87,2344.22,29148419,3.76,3.24,2.72,1.62,78,23197,333,1.47,103.56,74.39,1144.22,213.15,1347,2.83,22,41.44,5371,2.6739989833342475
2004-08-25,3671.47,3657.02,3708.65,3615.22,220023092,2.59,9.49,3.82,3.27,75,11023,3538,1.19,112.2,149.23,2117.25,130.73,6617,2.72,0,94.45,14681,2.5447572770579714
2004-08-26,4732.82,4763.71,4790.31,4686.02,298711091,2.64,3.59,4.08,8.56,66,24670,1471,1.03,132.82,29.38,2384.5,369.32,1327,8.06,44,43.49,8387,2.203548835577942
2004-08-28,3445.85,3452.97,3492.01,3421.44,33503123,2.48,7.82,10.88,6.09,110,2658,3303,1.46,113.63,114.46,1514.45,455.81,6535,2.74,41,42.47,9769,2.0479707474208153
2004-08-31,4392.44,4372.719999999999,4432.44,4336.639999999999,176693382,1.02,9.85,5.81,8.53,50,6896,861,1.5,86.32,80.9,1575.64,441.51,8950,1.91,29,4.21,4320,2.181020116381788
2004-09-02,4539.42,4571.22,4579.85,4495.57,451984732,-4.95,5.01,7.33,4.8,69,6736,4180,1.37,103.39,55.66,1332.99,330.93,1223,9.91,27,60.12,750,1.8566248551577218
2004-09-03,3956.27,3999.26,3999.39,3947.22,326710742,4.2,3.82,3.89,3.53,89,8309,381,1.35,124.68,59.02,1690.58,488.76,6400,5.66,20,2.61,5728,1.318666319538355
2004-09-10,3490.76,3523.13,3534.4500000000003,3463.24,317608723,-0.95,6.09,7.44,2.68,105,24937,1570,0.97,142.73,102.19,1461.95,453.87,4374,4.42,37,7.39,12820,2.039956914826585
2004-09-14,1315.76,1309.54,1329.35,1272.35,382747445,8.58,3.58,8.63,1.01,64,20295,610,1.06,107.9,74.69,2461.92,150.04,6452,1.92,15,79.84,11070,4.332097038973673
2004-09-15,2771.19,2744.26,2779.68,2708.67,676553518,-1.99,8.01,14.6,5.45,60,16372,654,0.85,113.71,74.85,1015.64,294.27,7755,3.54,45,69.47,803,2.562437075768885
2004-09-16,2044.19,2023.31,2080.11,2020.39,328622647,9.84,3.49,14.42,8.26,61,19892,3805,1.24,122.3,94.67,1367.79,433.02,7514,4.16,41,92.56,10717,2.921450550095638
2004-09-17,2373.55,2400.78,2439.28,2345.54,735566180,-4.89,7.58,7.36,8.59,52,26060,1406,1.34,149.02,89.95,1606.44,400.29,9752,1.87,48,16.12,6153,3.9493585557498356
2004-09-18,4338.29,4295.84,4361.41,4291.610000000001,283097030,-1.05,0.34,12.67,2.74,73,26708,3242,1.01,84.7,103.31,1203.54,452.32,6786,9.06,15,37.66,1311,1.6089288636766854
2004-09-20,1742.93,1735.7,1779.73,1690.34,50428045,-4.79,9.7,8.65,8.63,95,3390,1324,0.85,138.05,27.67,1596.63,182.19,5500,0.92,47,10.25,9706,5.12872002891683
2004-09-22,4714.52,4673.490000000001,4762.830000000001,4627.18,68338516,5.4,2.82,9.46,9.36,60,10735,1503,1.13,111.53,22.93,1863.24,283.21,9092,5.48,17,74.54,13997,2.8772812502651495
2004-09-28,4872.31,4844.67,4909.72,4828.31,549000221,5.46,1.13,5.03,9.12,51,21561,295,1.16,127.5,68.65,2367.8,258.64,9276,1.01,25,84.33,1161,1.6708706958301063
2004-09-29,2786.86,2830.21,2853.69,2755.44,785711631,4.51,9.47,6.11,9.35,102,26411,1483,1.03,94.01,45.64,2469.76,194.96,1224,0.08,25,53.23,1159,3.5254731131093773
2004-09-30,3006.07,2990.53,3045.2200000000003,2981.9,153941642,-3.28,5.3,9.53,0.99,65,7946,2535,1.27,95.88,149.84,1148.59,153.69,8096,4.35,39,45.17,8406,2.106404707807874
2004-10-03,3647.65,3692.03,3726.35,3636.0,11873496,4.84,2.71,7.7,4.21,92,3958,322,1.04,143.97,93.95,1588.61,489.31,4324,7.87,33,99.01,11959,2.4769372061464208
2004-10-06,3311.56,3355.4,3387.29,3274.16,585248909,0.9,8.57,13.59,2.12,73,15082,3287,1.35,100.84,63.01,2368.53,394.41,8319,7.19,29,76.96,13637,3.4162147145152164
2004-10-07,4617.44,4584.549999999999,4617.91,4551.23,377908097,-0.8,4.6,2.15,1.64,65,15323,2467,1.26,129.4,99.37,2258.77,194.07,5118,3.14,44,52.1,944,1.4440902318167708
2004-10-09,4028.19,4035.21,4077.8,4003.79,308737036,7.08,4.23,12.75,3.96,55,7906,982,1.25,134.45,95.44,832.34,423.29,1553,6.21,10,99.27,4220,1.837301616855218
2004-10-10,1222.42,1258.6,1292.8000000000002,1213.09,653638914,4.57,2.52,14.96,3.71,114,20484,550,0.89,81.13,126.3,1202.2,114.79,5356,6.77,45,61.96,9073,6.520672109422315
2004-10-11,1027.51,1025.22,1040.78,980.48,832091357,3.48,9.83,11.45,4.59,73,7571,842,0.95,117.07,86.24,1837.09,156.61,6561,5.68,3,29.59,10828,5.868556023785652
2004-10-17,4582.25,4560.99,4599.51,4559.58,502945938,5.91,9.36,5.08,8.57,97,23181,1348,1.28,146.34,102.25,2274.39,116.94,134,5.2,49,38.37,9576,0.8714059686835134
2004-10-19,2255.51,2235.94,2280.1000000000004,2227.28,47518939,4.77,0.03,2.27,3.49,92,10644,4919,1.32,144.22,60.4,1738.97,325.73,3625,0.29,42,56.74,1585,2.3418206968712245
2004-10-21,2086.53,2036.6700000000003,2097.61,2003.8400000000004,864646990,-1.94,1.12,2.28,1.25,117,11683,2242,0.98,125.68,121.72,2196.03,289.63,6078,4.76,31,66.59,9825,4.494064307726213
2004-10-28,3939.7,3905.67,3947.04,3874.64,575649363,2.2,8.56,11.97,8.48,83,24110,4876,0.84,131.25,149.44,1697.75,195.73,7567,2.01,31,48.15,3667,1.8377033784298322
2004-11-04,1657.62,1695.75,1745.05,1642.6699999999998,725795046,0.25,6.23,13.97,2.45,115,13603,1073,0.91,113.97,37.56,2307.57,314.44,3768,1.07,21,96.79,7310,6.176325092602654
2004-11-05,1466.33,1449.16,1475.35,1431.1999999999998,218462476,6.58,2.31,3.01,3.16,95,27226,1946,0.9,117.08,76.68,1727.18,192.97,4731,3.96,30,70.91,9265,3.010918415363533
2004-11-08,2375.83,2389.44,2398.2200000000003,2366.9,166050973,6.69,9.2,8.34,9.66,75,13295,790,1.2,132.9,148.03,1028.82,177.43,4561,5.01,18,68.57,5034,1.318276139286067
2004-11-11,4726.22,4704.95,4749.46,4683.98,146652566,7.98,0.23,5.44,8.5,90,7757,3948,1.22,144.87,123.1,1305.46,310.84,3033,7.5,48,11.72,1823,1.3854623779680266
2004-11-12,4283.92,4307.6,4334.4800000000005,4275.01,746133076,8.18,2.72,11.45,4.52,100,23097,593,1.26,128.91,79.86,1147.71,380.32,3208,9.74,8,2.97,10733,1.3882145324842725
2004-11-13,3266.42,3261.76,3316.1800000000003,3215.5400000000004,355110270,6.76,8.62,12.88,7.53,68,10650,1345,1.0,145.03,66.16,838.08,369.44,564,4.82,34,22.18,10978,3.0810489771676597
2004-11-16,2598.08,2583.58,2616.34,2549.58,526745541,0.69,1.18,7.22,3.72,119,19503,1077,0.81,148.82,138.69,1239.89,334.2,910,0.36,16,17.1,7574,2.569589850966876
2004-11-23,2855.93,2886.44,2897.0,2806.73,466183741,6.45,7.09,12.66,4.63,62,8762,4412,1.11,107.03,74.37,2045.06,145.43,7698,8.42,5,4.38,13561,3.1607917561004646
2004-11-28,3379.39,3369.24,3380.14,3329.66,81465335,-3.34,7.06,6.15,6.18,82,13868,3100,1.29,126.93,76.03,2053.08,290.52,1773,5.09,47,72.23,9498,1.4937607082935092
2004-11-29,3955.47,3937.16,3968.7,3889.39,653200823,2.07,4.17,10.39,6.61,78,2412,1421,1.2,148.41,27.29,2122.64,393.63,5359,4.51,4,52.55,5977,2.0050714580062534
2004-12-03,1413.06,1394.34,1445.33,1370.29,461987815,-1.55,5.01,13.85,0.82,101,24422,1867,1.34,95.62,71.71,1273.72,204.09,757,0.45,25,91.19,4138,5.310460985379246
2004-12-05,3271.9,3274.58,3321.1,3250.15,681276676,8.8,2.08,11.13,1.5,80,14929,2143,0.82,104.09,126.38,1583.91,316.52,6421,0.25,4,26.27,4621,2.1684648063816074
2004-12-08,4274.96,4246.9,4281.5,4212.089999999999,781188374,3.03,8.91,8.37,4.55,101,14187,4699,0.93,84.09,50.86,2074.47,467.34,5346,4.38,8,1.95,3499,1.6236409229560222
2004-12-16,3768.05,3795.45,3801.11,3753.68,595214630,-2.79,5.15,2.67,4.1,64,13419,4000,0.99,105.04,82.89,1838.07,444.5,8033,2.23,10,76.28,556,1.2587412587412665
2004-12-19,3455.88,3485.4300000000003,3524.3,3453.11,984177095,-0.82,0.07,4.61,5.12,65,22436,1796,1.29,128.95,101.0,2332.48,124.77,2097,3.77,42,16.93,3427,2.0599673599777786
2004-12-21,3310.53,3273.6200000000003,3345.3700000000003,3268.5600000000004,415640765,9.94,4.08,8.46,1.43,114,18918,4076,0.82,114.63,124.18,2173.24,415.84,9063,2.84,7,71.45,13161,2.3201722986953732
2004-12-23,4294.21,4337.46,4360.4800000000005,4246.14,592236891,-4.5,8.45,2.84,0.77,50,11522,4080,1.31,143.68,58.94,1005.63,397.05,1263,3.27,33,30.87,5366,2.662655063445899
2005-01-04,1884.95,1875.45,1918.01,1869.91,405155412,-3.39,6.77,9.5,9.82,70,23854,4852,1.32,139.37,131.18,2460.71,206.66,4637,8.84,22,19.2,5045,2.551791824716831
2005-01-05,2523.97,2567.12,2587.59,2506.35,144483573,-2.91,0.91,8.74,6.56,82,8971,1483,0.96,129.05,82.4,1686.22,440.43,710,4.49,36,43.48,12879,3.21873873302774
2005-01-07,4294.49,4295.639999999999,4303.77,4275.82,534711818,-0.18,5.09,12.64,1.63,119,26259,2912,0.92,110.01,102.19,1529.36,258.0,9944,4.66,16,9.56,10124,0.6508339756292535
2005-01-08,2538.44,2580.29,2630.07,2517.56,198802947,1.35,9.22,4.37,9.49,105,21964,2575,1.19,143.53,89.36,964.17,429.44,8075,8.57,12,79.16,13384,4.43224972817952
2005-01-12,1474.58,1486.49,1498.74,1454.55,731579272,-3.52,6.76,14.7,1.49,93,29981,2651,0.84,118.69,133.68,1618.72,119.86,7631,0.81,29,69.28,12298,2.9967855253699396
2005-01-13,4735.0,4700.94,4771.48,4691.32,187164639,-0.22,6.25,11.48,7.43,106,20826,3999,1.46,120.08,115.5,1088.69,267.07,7414,1.41,45,77.6,4516,1.6929250263991522
2005-01-22,3248.76,3243.65,3267.1400000000003,3199.4500000000003,980521154,-3.99,0.63,4.65,3.82,105,20898,843,1.09,107.02,132.55,2085.05,393.67,6384,1.88,7,80.45,9207,2.0835641906450477
2005-01-24,1273.8,1230.97,1298.99,1205.14,211344475,4.14,1.19,2.85,2.61,107,16649,1168,1.29,117.59,39.83,880.8,212.77,5584,3.18,25,88.78,13615,7.367718637148682
2005-01-25,2670.67,2643.35,2702.9700000000003,2632.1,851745952,1.33,2.59,11.44,2.01,74,5443,1108,0.8,127.55,22.77,1593.01,459.43,9034,8.61,1,91.18,9652,2.6536412211168114
2005-01-27,3451.18,3492.02,3494.81,3407.34,202291776,9.78,4.83,13.5,3.3,52,17652,4396,1.44,94.37,107.79,2496.24,352.96,3620,8.33,35,29.96,5131,2.5344954479337445
2005-01-31,2418.66,2431.46,2435.39,2378.64,764638050,2.13,2.0,13.41,4.0,69,26086,397,1.4,107.8,97.73,1594.7,447.76,4368,4.26,23,34.4,1658,2.346340535668511
2005-02-01,3202.65,3180.17,3230.6800000000003,3148.94,191707145,0.83,0.52,8.82,9.03,67,8089,797,0.95,94.9,61.03,1772.05,464.22,6125,8.41,1,32.67,5339,2.5522614085210757
2005-02-04,4258.68,4215.87,4301.13,4199.16,786814069,0.4,5.86,6.03,6.62,110,964,2925,1.32,106.68,31.2,1755.57,308.2,3622,7.84,20,51.37,6644,2.394403899799944
2005-02-09,2419.59,2399.9300000000003,2419.84,2360.9800000000005,851288655,8.38,0.88,9.62,7.06,115,7651,870,0.96,98.95,147.05,1618.83,239.94,2822,2.62,6,57.35,14428,2.4326435470472134
2005-02-11,3703.29,3671.26,3713.16,3662.32,734440355,-2.77,4.84,14.07,2.82,78,29365,1194,1.05,95.45,145.39,1842.38,484.39,8974,8.12,45,77.5,11088,1.3728333454846822
2005-02-12,3632.64,3640.45,3685.99,3603.39,358781859,8.02,8.37,5.72,6.15,97,565,3564,1.31,129.57,37.93,1748.5,109.82,7342,7.92,49,77.26,13007,2.2738284002818863
2005-02-17,4309.21,4293.2300000000005,4319.7,4289.46,34776706,8.97,2.3,10.34,7.17,92,14499,4288,0.85,137.76,64.22,2398.58,349.59,2384,0.42,12,25.3,8735,0.7017527574659805
2005-02-18,1167.66,1203.25,1233.2,1119.74,29461914,8.94,9.73,11.87,5.48,59,18788,2502,1.04,109.51,33.47,2028.81,119.08,3059,7.95,47,78.26,11833,9.716869636709319
2005-02-19,2676.73,2670.2,2681.18,2648.45,281905426,-4.88,0.84,12.66,4.13,59,7693,1926,1.22,80.37,75.9,1459.55,100.29,9948,2.46,15,52.18,12162,1.2227606071587354
2005-02-20,1672.81,1642.09,1675.72,1610.9299999999998,735826709,8.83,0.69,14.0,1.23,55,21455,3947,0.88,127.8,127.57,1728.5,300.8,3366,6.7,33,25.34,14194,3.8731236661665216
2005-02-27,1881.78,1878.33,1928.59,1853.9,737295698,9.02,2.9,8.2,9.45,79,20692,3694,1.17,114.61,99.88,1108.46,387.5,7763,4.4,30,17.89,2125,3.9691143491800225
2005-02-28,4544.73,4589.049999999999,4591.799999999999,4539.03,66827525,-1.39,4.33,12.19,4.19,54,29253,702,1.07,128.95,93.95,1405.59,387.19,8446,5.38,42,50.86,8643,1.1611250833382738
2005-03-05,2612.84,2613.84,2628.6400000000003,2573.6600000000003,425138592,5.23,7.13,4.66,1.29,108,16252,1351,1.16,107.17,22.67,965.29,147.26,1537,9.69,22,63.69,7779,2.1042237565254673
2005-03-09,2713.83,2702.19,2749.78,2653.27,888716938,7.79,2.51,6.77,6.62,109,18772,2231,1.42,90.11,75.93,1717.71,478.0,7187,2.84,27,60.71,879,3.55622865102089
2005-03-11,4297.89,4337.51,4342.52,4292.54,828863574,1.01,6.57,6.8,6.14,112,14140,3389,1.35,100.49,112.77,922.64,372.33,1388,1.38,12,74.46,7766,1.1628962118621107
2005-03-13,4331.72,4282.09,4365.71,4238.39,810157672,3.18,6.52,4.75,6.86,81,28968,2298,0.88,137.49,134.56,1672.24,369.31,1475,7.64,19,89.6,11549,2.939248150850002
2005-03-17,2516.16,2486.12,2534.81,2472.55,353454044,3.12,9.11,5.12,9.73,102,16669,3312,0.85,148.11,74.65,1215.78,318.55,4694,5.69,27,40.41,4269,2.4744054432150486
2005-03-18,4660.24,4614.02,4667.679999999999,4612.07,779498462,8.99,9.69,9.64,9.16,110,27021,4269,0.91,110.2,123.03,2367.34,191.86,1099,0.84,21,67.82,9307,1.1932861826858634
2005-03-21,2936.08,2891.31,2955.65,2861.5,100379857,3.94,7.7,13.15,6.73,61,29390,2044,1.04,142.61,102.72,2048.07,363.04,1144,9.66,16,40.08,13349,3.2066564943734535
2005-03-22,3056.38,3029.48,3098.63,3000.76,445946385,1.15,1.32,14.05,6.23,100,5058,741,1.17,89.84,93.67,2178.19,450.64,4993,1.17,21,95.54,7358,3.2021541823987816
2005-03-23,2233.87,2264.06,2264.07,2193.21,430225733,7.58,7.66,3.2,0.76,115,25590,4939,0.98,103.48,61.36,1461.09,393.13,5788,1.33,0,43.77,9367,3.1720735763495695
2005-04-01,3913.48,3901.42,3919.61,3882.04,500518186,2.02,4.2,5.02,7.65,113,28965,2355,0.91,92.2,39.58,2421.23,491.7,4500,4.52,25,5.68,4722,0.9600151272013697
2005-04-02,2383.22,2424.3,2434.9,2352.57,715532676,8.59,2.06,13.92,8.0,119,22497,1101,0.88,118.83,24.16,930.25,155.7,3919,7.27,44,37.49,9961,3.4545698676580394
2005-04-03,3684.37,3695.9,3697.38,3681.57,625667912,8.96,4.24,3.42,5.24,104,14932,1225,1.03,135.76,54.07,1797.77,226.35,7484,7.33,41,64.26,8244,0.4291099970958385
2005-04-05,4787.02,4830.46,4844.35,4743.4800000000005,849354748,-2.92,0.71,5.05,4.12,82,10542,4205,0.82,114.56,122.86,1143.07,423.54,7629,5.91,5,72.71,14564,2.1071564355277372
2005-04-09,4961.33,4972.89,4999.490000000001,4939.9,726217475,2.78,6.41,13.31,7.59,105,12044,2151,1.01,115.94,39.51,1179.39,290.6,9760,2.13,38,83.04,6367,1.2010892240588926
2005-04-10,1103.08,1057.04,1107.6699999999998,1039.12,786728585,6.69,0.63,10.74,7.47,112,20861,358,1.11,149.11,31.05,1180.61,106.48,2062,0.35,24,38.61,1742,6.214417811944733
2005-04-11,3414.12,3404.42,3436.37,3382.39,469502118,3.43,9.65,6.72,9.17,57,24384,3949,1.04,136.16,59.73,1579.49,108.36,3548,3.93,24,0.32,12220,1.581080922756084
2005-04-16,1724.73,1684.08,1729.88,1643.21,370601456,2.41,0.34,14.58,7.81,116,12168,1873,1.29,103.11,114.46,1976.24,145.19,3963,2.26,26,40.97,1676,5.025134368857739
2005-04-19,2228.87,2273.63,2288.81,2195.97,511460064,1.17,5.61,13.02,8.02,105,7853,1603,1.49,98.56,38.14,2228.47,137.35,7492,1.92,14,6.84,13549,4.1653393872231295
2005-04-21,2668.77,2650.5,2692.41,2622.6,709016618,0.9,0.45,6.83,0.72,77,1268,2224,1.15,118.11,85.46,2195.45,150.92,3900,1.77,31,6.39,603,2.615811778459738
